dig,sez,dig mo,dig po,dig ho,sez mu,sez pu,sez hu,dign,sezn,dign mo,dign po,dign ho,sezn mu,sezn pu,sezn hu
dig,sez,dig mo,dig po,dig ho,sez mu,sez pu,sez hu,dign,sezn,dign mo,dign po,dign ho,sezn,sezn pu,sezn hu
dig,sez,dign po,dig ho,ding ho,sezn po,sezn po,sezn mo,dign,senzn,ding mo,dign po,dign mo,sezn mo,sezn po,sezn mo
sez,ding,senzn po,sez ho,dign mo,senzn,dign ho,ding mo,digm mo,dingn po,senzn po,sezn ho,sezn mo,dingn po,dingn ho,dingn mo
sez,sing,sezn po,senz ho,sez mo,dign po,dign ho,ding mo,sezn po,dingn mo,sezn po,sezn ho,sezn mo,dign po,dingn ho,dingn mo
sez,sing,senz po,senz ho,sez mo,ding po,ding ho,ding mo,sezn po,dign mo,sezn po,sezn ho,sezn mo,dign po,dingn ho,dign mo
sez,sing,senz po,senz ho,senz mo,ding po,ding ho,sing mo,sezn,dign mo,sezn po,sezn ho,sezn mo,dign po,dingn ho,dign mo
sez,sign,sez po,senz ho,senz mo,sign po,sign ho,dign mo,sezn,dign,senz po,senz po,sezn mo,digm po,dign ho,dign mo
senz,sign,senz po,senz ho,senz mo,sign po,sign ho,sign mo,sezn,dign,sezn po,sezn ho,sezn mo,dign po,digm ho,dign mo
senz,sign,senz po,senz ho,senz mo,sign po,sign ho,sign mo,sezn,dign,sezn po,sezn ho,sezn mo,dign po,digm ho,dign mo
senz,sign,senz po,senz ho,senz mo,sign po,sign ho,sign mo,sezn,dign,sezn po,sezn ho,sezn mo,dign po,digm ho,dign mo
