chain;generation;mvalue;prev_value;speaker
16;0;0.35714285714285715
16;1;0.35714285714285715
16;2;0.42857142857142855
16;3;0.35714285714285715
16;4;0.25925925925925924
16;5;0.25
16;6;0.25
16;7;0.25
16;8;0.25
16;9;0.25925925925925924
16;10;0.25925925925925924
17;0;0.35714285714285715
17;1;0.35714285714285715
17;2;0.35714285714285715
17;3;0.5416666666666666
17;4;0.4782608695652174
17;5;0.44
17;6;0.36363636363636365
17;7;0.2727272727272727
17;8;0.2727272727272727
17;9;0.2727272727272727
17;10;0.2916666666666667
18;0;0.35714285714285715
18;1;0.37037037037037035
18;2;0.32142857142857145
18;3;0.3448275862068966
18;4;0.3333333333333333
18;5;0.3333333333333333
18;6;0.3448275862068966
18;7;0.32142857142857145
18;8;0.2857142857142857
18;9;0.2857142857142857
18;10;0.2857142857142857
19;0;0.35714285714285715
19;1;0.35714285714285715
19;2;0.37037037037037035
19;3;0.35714285714285715
19;4;0.32142857142857145
19;5;0.32142857142857145
19;6;0.32142857142857145
19;7;0.2857142857142857
19;8;0.2857142857142857
19;9;0.2857142857142857
19;10;0.2962962962962963
20;0;0.35714285714285715
20;1;0.37037037037037035
20;2;0.35714285714285715
20;3;0.35714285714285715
20;4;0.35714285714285715
20;5;0.35714285714285715
20;6;0.35714285714285715
20;7;0.35714285714285715
20;8;0.35714285714285715
20;9;0.32142857142857145
20;10;0.32142857142857145
21;0;0.35714285714285715
21;1;0.32142857142857145
21;2;0.2857142857142857
21;3;0.2857142857142857
21;4;0.25
21;5;0.25925925925925924
21;6;0.3333333333333333
21;7;0.2962962962962963
21;8;0.2962962962962963
21;9;0.25
21;10;0.25
22;0;0.35714285714285715
22;1;0.35714285714285715
22;2;0.25
22;3;0.25
22;4;0.2857142857142857
22;5;0.3333333333333333
22;6;0.2962962962962963
22;7;0.2692307692307692
22;8;0.2692307692307692
22;9;0.2692307692307692
22;10;0.2692307692307692
23;0;0.35714285714285715
23;1;0.39285714285714285
23;2;0.39285714285714285
23;3;0.42857142857142855
23;4;0.4074074074074074
23;5;0.37037037037037035
23;6;0.37037037037037035
23;7;0.37037037037037035
23;8;0.37037037037037035
23;9;0.37037037037037035
23;10;0.38461538461538464
24;0;0.35714285714285715
24;1;0.35714285714285715
24;2;0.35714285714285715
24;3;0.32142857142857145
24;4;0.2857142857142857
24;5;0.2857142857142857
24;6;0.2857142857142857
24;7;0.2857142857142857
24;8;0.2857142857142857
24;9;0.2857142857142857
24;10;0.2857142857142857
25;0;0.35714285714285715
25;1;0.37037037037037035
25;2;0.2962962962962963
25;3;0.25
25;4;0.25
25;5;0.25925925925925924
25;6;0.25
25;7;0.25
25;8;0.25
25;9;0.25
25;10;0.25
26;0;0.35714285714285715
26;1;0.35714285714285715
26;2;0.37037037037037035
26;3;0.37037037037037035
26;4;0.35714285714285715
26;5;0.35714285714285715
26;6;0.35714285714285715
26;7;0.35714285714285715
26;8;0.35714285714285715
26;9;0.35714285714285715
26;10;0.35714285714285715
27;0;0.35714285714285715
27;1;0.35714285714285715
27;2;0.2857142857142857
27;3;0.32142857142857145
27;4;0.2413793103448276
27;5;0.2413793103448276
27;6;0.2413793103448276
27;7;0.2413793103448276
27;8;0.2413793103448276
27;9;0.25
27;10;0.25
28;0;0.35714285714285715
28;1;0.4074074074074074
28;2;0.42857142857142855
28;3;0.35714285714285715
28;4;0.32142857142857145
28;5;0.32142857142857145
28;6;0.32142857142857145
28;7;0.3333333333333333
28;8;0.3333333333333333
28;9;0.3333333333333333
28;10;0.3076923076923077
29;0;0.35714285714285715
29;1;0.39285714285714285
29;2;0.39285714285714285
29;3;0.32142857142857145
29;4;0.2413793103448276
29;5;0.2962962962962963
29;6;0.2962962962962963
29;7;0.2857142857142857
29;8;0.2857142857142857
29;9;0.2857142857142857
29;10;0.2962962962962963
30;0;0.35714285714285715
30;1;0.35714285714285715
30;2;0.35714285714285715
30;3;0.42857142857142855
30;4;0.32142857142857145
30;5;0.4074074074074074
30;6;0.48148148148148145
30;7;0.46153846153846156
30;8;0.46153846153846156
30;9;0.48
30;10;0.4166666666666667
