chain;generation;mvalue;prev_value;speaker
31;1;0.0;0.35714285714285715;31-1
31;2;0.0;0.35714285714285715;31-2
31;3;0.0;0.35714285714285715;31-3
31;4;-0.0357142857142857;0.35714285714285715;31-4
31;5;-0.035714285714285754;0.32142857142857145;31-5
31;6;0.0;0.2857142857142857;31-6
31;7;0.0;0.2857142857142857;31-7
31;8;0.02197802197802201;0.2857142857142857;31-8
31;9;0.0;0.3076923076923077;31-9
31;10;-0.05769230769230771;0.3076923076923077;31-10
32;1;0.0;0.35714285714285715;32-1
32;2;0.0;0.35714285714285715;32-2
32;3;0.0;0.35714285714285715;32-3
32;4;0.0;0.35714285714285715;32-4
32;5;-0.0357142857142857;0.35714285714285715;32-5
32;6;0.06318681318681318;0.32142857142857145;32-6
32;7;-0.06318681318681318;0.38461538461538464;32-7
32;8;0.0;0.32142857142857145;32-8
32;9;0.0;0.32142857142857145;32-9
32;10;0.0357142857142857;0.32142857142857145;32-10
33;1;0.0;0.35714285714285715;33-1
33;2;0.0;0.35714285714285715;33-2
33;3;0.0357142857142857;0.35714285714285715;33-3
33;4;-0.0224867724867725;0.39285714285714285;33-4
33;5;-0.06267806267806264;0.37037037037037035;33-5
33;6;-0.03846153846153849;0.3076923076923077;33-6
33;7;0.0;0.2692307692307692;33-7
33;8;0.0;0.2692307692307692;33-8
33;9;-0.009971509971509973;0.2692307692307692;33-9
33;10;0.0;0.25925925925925924;33-10
34;1;0.0;0.35714285714285715;34-1
34;2;0.0;0.35714285714285715;34-2
34;3;0.0;0.35714285714285715;34-3
34;4;0.0;0.35714285714285715;34-4
34;5;-0.03456221198156684;0.35714285714285715;34-5
34;6;-0.08924731182795698;0.3225806451612903;34-6
34;7;-0.0075268817204301175;0.23333333333333334;34-7
34;8;0.0;0.22580645161290322;34-8
34;9;0.0075268817204301175;0.22580645161290322;34-9
34;10;-0.04583333333333334;0.23333333333333334;34-10
35;1;0.0;0.35714285714285715;35-1
35;2;-0.0978835978835979;0.35714285714285715;35-2
35;3;-0.009259259259259245;0.25925925925925924;35-3
35;4;0.0;0.25;35-4
35;5;0.0357142857142857;0.25;35-5
35;6;0.0;0.2857142857142857;35-6
35;7;0.0;0.2857142857142857;35-7
35;8;0.0;0.2857142857142857;35-8
35;9;0.0;0.2857142857142857;35-9
35;10;0.035714285714285754;0.2857142857142857;35-10
36;1;0.0;0.35714285714285715;36-1
36;2;-0.0357142857142857;0.35714285714285715;36-2
36;3;-0.035714285714285754;0.32142857142857145;36-3
36;4;0.0;0.2857142857142857;36-4
36;5;0.0;0.2857142857142857;36-5
36;6;0.010582010582010581;0.2857142857142857;36-6
36;7;0.0;0.2962962962962963;36-7
36;8;0.0;0.2962962962962963;36-8
36;9;0.0;0.2962962962962963;36-9
36;10;-0.082010582010582;0.2962962962962963;36-10
37;1;0.0;0.35714285714285715;37-1
37;2;0.0;0.35714285714285715;37-2
37;3;0.0;0.35714285714285715;37-3
37;4;0.0;0.35714285714285715;37-4
37;5;0.0;0.35714285714285715;37-5
37;6;0.013227513227513199;0.35714285714285715;37-6
37;7;-0.024216524216524205;0.37037037037037035;37-7
37;8;0.0;0.34615384615384615;37-8
37;9;-0.02615384615384614;0.34615384615384615;37-9
37;10;-0.07;0.32;37-10
38;1;0.0;0.35714285714285715;38-1
38;2;0.0;0.35714285714285715;38-2
38;3;0.027472527472527486;0.35714285714285715;38-3
38;4;-0.06318681318681318;0.38461538461538464;38-4
38;5;0.0;0.32142857142857145;38-5
38;6;0.0;0.32142857142857145;38-6
38;7;-0.013736263736263743;0.32142857142857145;38-7
38;8;-0.027692307692307683;0.3076923076923077;38-8
38;9;0.0;0.28;38-9
38;10;-0.010769230769230809;0.28;38-10
39;1;0.0;0.35714285714285715;39-1
39;2;0.0357142857142857;0.35714285714285715;39-2
39;3;-0.0357142857142857;0.39285714285714285;39-3
39;4;-0.046798029556650245;0.35714285714285715;39-4
39;5;-0.029094827586206906;0.3103448275862069;39-5
39;6;0.0625;0.28125;39-6
39;7;-0.0625;0.34375;39-7
39;8;0.0;0.28125;39-8
39;9;0.03125;0.28125;39-9
39;10;-0.03125;0.3125;39-10
40;1;0.0;0.35714285714285715;40-1
40;2;-0.0357142857142857;0.35714285714285715;40-2
40;3;0.0;0.32142857142857145;40-3
40;4;0.011904761904761862;0.32142857142857145;40-4
40;5;0.0;0.3333333333333333;40-5
40;6;-0.08333333333333331;0.3333333333333333;40-6
40;7;0.0;0.25;40-7
40;8;0.009259259259259245;0.25;40-8
40;9;0.0;0.25925925925925924;40-9
40;10;0.009971509971509973;0.25925925925925924;40-10
