chain;generation;mvalue
31;0;0.5
31;1;0.5
31;2;0.5
31;3;0.5
31;4;0.5
31;5;0.5
31;6;0.5
31;7;0.5
31;8;0.625
31;9;0.5
31;10;0.5
32;0;0.5
32;1;0.5
32;2;0.5
32;3;0.5
32;4;0.5
32;5;0.5
32;6;0.6
32;7;0.41666666666666663
32;8;0.5
32;9;0.41666666666666663
32;10;0.5
33;0;0.5
33;1;0.5
33;2;0.5
33;3;0.5
33;4;0.55
33;5;0.5
33;6;0.5
33;7;0.5
33;8;0.5
33;9;0.55
33;10;0.55
34;0;0.5
34;1;0.5
34;2;0.5
34;3;0.5
34;4;0.5
34;5;0.5
34;6;0.41666666666666663
34;7;0.3333333333333333
34;8;0.41666666666666663
34;9;0.3333333333333333
34;10;0.5
35;0;0.5
35;1;0.5
35;2;0.55
35;3;0.5
35;4;0.5
35;5;0.5
35;6;0.5
35;7;0.5
35;8;0.5
35;9;0.5
35;10;0.5
36;0;0.5
36;1;0.5
36;2;0.41666666666666663
36;3;0.5
36;4;0.5
36;5;0.5
36;6;0.55
36;7;0.55
36;8;0.55
36;9;0.55
36;10;0.4
37;0;0.5
37;1;0.5
37;2;0.5
37;3;0.5
37;4;0.5
37;5;0.5
37;6;0.45
37;7;0.5
37;8;0.5833333333333333
37;9;0.675
37;10;0.5
38;0;0.5
38;1;0.5
38;2;0.5
38;3;0.6
38;4;0.5
38;5;0.5
38;6;0.5
38;7;0.625
38;8;0.5833333333333333
38;9;0.5833333333333333
38;10;0.5
39;0;0.5
39;1;0.5
39;2;0.6666666666666666
39;3;0.6666666666666666
39;4;0.5
39;5;0.5
39;6;0.5
39;7;0.5
39;8;0.5
39;9;0.5
39;10;0.5
40;0;0.5
40;1;0.5
40;2;0.5
40;3;0.5
40;4;0.4666666666666667
40;5;0.55
40;6;0.5
40;7;0.5
40;8;0.55
40;9;0.55
40;10;0.625
41;0;0.5
41;1;0.5
41;2;0.55
41;3;0.41666666666666663
41;4;0.41666666666666663
41;5;0.3333333333333333
41;6;0.3666666666666667
41;7;0.3666666666666667
41;8;0.3333333333333333
41;9;0.3333333333333333
41;10;0.3333333333333333
42;0;0.5
42;1;0.5
42;2;0.5
42;3;0.5
42;4;0.5
42;5;0.5
42;6;0.5
42;7;0.5
42;8;0.5
42;9;0.5
42;10;0.5
43;0;0.5
43;1;0.5
43;2;0.5
43;3;0.5
43;4;0.5
43;5;0.55
43;6;0.3333333333333333
43;7;0.41666666666666663
43;8;0.5
43;9;0.5
43;10;0.5
44;0;0.5
44;1;0.5
44;2;0.55
44;3;0.3333333333333333
44;4;0.3333333333333333
44;5;0.3333333333333333
44;6;0.3333333333333333
44;7;0.3333333333333333
44;8;0.3666666666666667
44;9;0.3666666666666667
44;10;0.3333333333333333
45;0;0.5
45;1;0.5
45;2;0.5
45;3;0.5
45;4;0.5
45;5;0.5
45;6;0.55
45;7;0.6
45;8;0.55
45;9;0.5
45;10;0.5
